name,year,country,scoring,drive_distance,gir_pct,sg_p,sg_ttg,sg_t,top_10,win
Chris Stroud,2014,USA,70.476,285.8,65.21,0.182,0.236,0.418,4,0
Chris Stroud,2015,USA,71.194,283.0,65.67,-0.176,0.178,0.002,2,0
Chris Stroud,2016,USA,71.101,286.3,66.6,0.15,-0.029,0.121,1,0
Chris Stroud,2017,USA,70.815,286.8,66.2,-0.126,0.139,0.013,3,0
Chris Stroud,2019,USA,71.644,289.8,62.99,0.022,-0.752,-0.729,4,0
Chris Tidland,2007,USA,71.967,292.9,63.64,0.547,-1.253,-0.706,1,0
Chris Tidland,2010,USA,71.255,288.1,66.36,0.231,-0.239,-0.004,2,0
Christiaan Bezuidenhout,2022,RSA,70.32,291.6,66.04,0.653,0.1,0.753,1,0
Cliff Kresge,2007,USA,70.76,285.6,64.75,0.095,-0.021,0.074,1,0
Cliff Kresge,2008,USA,70.954,280.9,65.0,-0.118,0.0,-0.118,4,0
Cliff Kresge,2009,USA,70.961,280.5,63.81,0.033,-0.04,-0.007,1,0
Cliff Kresge,2010,USA,71.417,283.2,66.67,-0.573,0.083,-0.488,0,0
Cody Gribble,2017,USA,71.581,297.2,62.7,0.461,-0.985,-0.524,2,0
Collin Morikawa,2020,USA,69.856,297.3,69.03,-0.099,1.33,1.231,7,0
Collin Morikawa,2021,USA,70.109,295.2,70.8,-0.457,1.528,1.071,8,0
Collin Morikawa,2022,USA,69.863,301.8,68.61,-0.088,1.066,0.978,8,0
Colt Knost,2009,USA,71.67,279.6,66.23,0.076,-0.877,-0.801,0,0
Colt Knost,2011,USA,71.747,279.0,62.01,0.271,-0.938,-0.667,0,0
Colt Knost,2012,USA,71.798,272.5,62.12,0.184,-1.165,-0.981,2,0
Colt Knost,2013,USA,72.264,271.7,61.71,0.435,-1.714,-1.279,0,0
Colt Knost,2015,USA,70.698,276.6,67.44,0.348,-0.152,0.196,4,0
Colt Knost,2016,USA,70.785,269.7,65.25,0.384,-0.06,0.324,3,0
Corey Conners,2018,CAN,70.743,303.3,70.19,-0.385,0.579,0.193,1,0
Corey Conners,2019,CAN,70.775,297.3,73.06,-0.576,1.196,0.62,4,0
Corey Conners,2020,CAN,70.43,298.7,71.55,-0.603,1.007,0.405,1,0
Corey Conners,2021,CAN,70.067,295.4,69.93,-0.008,1.15,1.142,8,0
Corey Conners,2022,CAN,69.941,302.7,71.9,-0.099,1.242,1.143,4,0
Corey Pavin,2007,USA,71.276,265.3,60.77,0.309,-0.487,-0.178,1,0
Corey Pavin,2008,USA,70.325,261.4,57.95,0.973,-0.594,0.379,2,0
Corey Pavin,2009,USA,70.84,259.0,62.99,0.429,-0.478,-0.049,0,0
Craig Barlow,2007,USA,71.343,295.5,67.2,-0.253,0.278,0.024,0,0
Craig Bowden,2007,USA,71.565,273.1,64.91,0.255,-0.258,-0.004,1,0
Craig Bowden,2010,USA,72.229,270.0,62.64,-0.404,-0.698,-1.104,0,0
Craig Kanada,2007,USA,71.065,277.2,64.5,0.012,-0.001,0.011,1,0
Craig Kanada,2008,USA,71.058,272.6,62.52,0.407,-0.615,-0.208,0,0
Craig Lile,2007,RSA,71.386,283.9,63.04,0.484,-0.592,-0.108,0,0
D.A. Points,2009,USA,70.931,281.3,66.25,0.003,0.295,0.298,4,0
D.A. Points,2010,USA,70.958,283.0,67.9,-0.1,0.302,0.199,3,0
D.A. Points,2011,USA,70.621,287.4,64.92,0.227,0.071,0.297,3,1
D.A. Points,2012,USA,70.946,284.0,66.48,-0.109,0.394,0.284,3,0
D.A. Points,2013,USA,71.116,281.1,62.77,-0.161,0.16,0.0,3,1
D.A. Points,2014,USA,72.239,284.5,62.71,-0.344,-0.753,-1.097,0,0
D.A. Points,2015,USA,71.701,280.8,64.29,-0.054,-0.396,-0.451,0,0
D.A. Points,2016,USA,71.655,282.3,65.36,-0.596,0.19,-0.406,0,0
D.A. Points,2017,USA,71.315,278.1,66.83,-0.478,0.071,-0.406,1,0
D.H. Lee,2013,KOR,71.187,280.9,65.98,0.037,-0.213,-0.176,3,0
D.H. Lee,2014,KOR,71.914,276.2,59.89,0.024,-0.82,-0.796,0,0
D.H. Lee,2016,KOR,73.415,280.4,60.14,0.042,-1.821,-1.778,0,0
D.J. Brigman,2007,USA,71.467,288.9,66.05,-0.026,-0.464,-0.49,0,0
D.J. Brigman,2011,USA,71.803,290.2,60.92,-0.245,-0.808,-1.053,0,0
D.J. Trahan,2007,USA,71.083,295.1,66.95,-0.559,0.53,-0.029,3,0
D.J. Trahan,2008,USA,70.329,291.3,66.25,-0.411,0.934,0.523,4,1
D.J. Trahan,2009,USA,70.877,289.2,70.37,-0.419,0.643,0.224,3,0
D.J. Trahan,2010,USA,70.661,301.1,71.26,-0.467,0.963,0.494,7,0
D.J. Trahan,2011,USA,70.87,298.6,68.99,-0.815,0.984,0.169,1,0
D.J. Trahan,2012,USA,71.563,292.2,65.94,-0.579,-0.147,-0.726,2,0
D.J. Trahan,2013,USA,71.429,293.4,67.87,-0.247,-0.285,-0.531,1,0
Daisuke Maruyama,2007,JPN,71.547,288.6,64.91,-0.265,-0.12,-0.385,1,0
Daniel Berger,2015,USA,70.581,302.1,68.84,-0.193,0.682,0.489,6,0
Daniel Berger,2016,USA,70.339,298.4,67.67,0.175,0.718,0.893,6,1
Daniel Berger,2017,USA,70.121,296.9,66.67,0.149,0.761,0.91,6,0
Daniel Berger,2018,USA,70.32,297.7,66.89,0.319,0.497,0.816,1,0
Daniel Berger,2019,USA,70.443,301.0,65.15,-0.043,0.322,0.28,1,0
Daniel Berger,2020,USA,69.237,300.2,66.93,0.526,1.034,1.56,7,0
Daniel Berger,2021,USA,69.862,296.7,70.5,0.214,1.082,1.296,8,0
Daniel Chopra,2007,SWE,70.948,297.6,65.2,0.222,0.18,0.402,3,1
Daniel Chopra,2008,SWE,71.204,294.2,59.77,0.786,-0.726,0.061,1,1
Daniel Chopra,2009,SWE,71.372,297.1,63.11,0.302,-0.319,-0.017,2,0
Daniel Chopra,2010,SWE,72.194,295.9,61.64,0.361,-1.461,-1.096,0,0
Daniel Chopra,2012,SWE,71.872,295.6,59.8,0.331,-1.01,-0.679,0,0
Daniel Summerhays,2011,USA,72.487,284.9,63.24,-0.292,-1.288,-1.581,0,0
Daniel Summerhays,2012,USA,70.722,289.3,67.68,-0.053,0.178,0.126,4,0
Daniel Summerhays,2013,USA,70.813,285.7,64.46,0.221,0.232,0.453,4,0
Daniel Summerhays,2014,USA,70.566,282.2,66.89,0.492,0.184,0.675,2,0
Daniel Summerhays,2015,USA,70.397,284.0,65.62,0.644,-0.103,0.541,5,0
Daniel Summerhays,2016,USA,70.771,288.0,63.02,0.592,-0.356,0.236,2,0
Daniel Summerhays,2017,USA,71.197,287.1,63.42,0.11,-0.062,0.049,1,0
Danny Lee,2012,NZL,71.062,291.9,65.24,0.04,-0.003,0.037,0,0
Danny Lee,2014,NZL,70.802,284.2,64.44,0.141,-0.123,0.018,1,0
Danny Lee,2015,NZL,70.398,283.1,65.69,0.374,0.354,0.729,8,1
Danny Lee,2016,NZL,71.118,286.6,63.95,-0.207,0.51,0.302,2,0
Danny Lee,2017,NZL,70.86,291.1,66.1,0.247,0.078,0.325,4,0
Danny Lee,2018,NZL,71.196,290.6,65.05,0.156,-0.099,0.058,3,0
Danny Lee,2019,NZL,70.997,301.4,66.74,-0.24,0.102,-0.137,3,0
Danny Lee,2020,NZL,70.609,302.0,65.62,-0.195,0.107,-0.088,3,0
Danny Lee,2022,NZL,71.072,297.8,61.86,-0.263,-0.391,-0.654,3,0
Danny Willett,2019,ENG,70.828,293.8,66.23,-0.13,0.513,0.383,2,0
Danny Willett,2020,ENG,71.805,301.2,62.5,0.239,-0.528,-0.289,1,0
Danny Willett,2022,ENG,71.114,297.2,64.52,-0.066,0.07,0.004,1,0
Darron Stiles,2007,USA,71.592,284.8,65.48,-1.017,0.368,-0.649,0,0
Darron Stiles,2009,USA,71.853,279.8,65.63,-0.655,0.187,-0.467,1,0
Darron Stiles,2013,USA,71.947,275.1,62.24,-0.427,-0.484,-0.912,0,0
David Branshaw,2007,USA,72.223,289.2,64.73,-0.382,-0.662,-1.044,1,0
David Duval,2008,USA,73.203,285.5,57.84,-0.16,-1.716,-1.876,0,0
David Duval,2009,USA,72.303,292.7,60.91,-0.126,-1.602,-1.728,1,0
David Duval,2010,USA,71.688,286.9,66.1,0.12,-0.397,-0.278,2,0
David Duval,2011,USA,71.873,296.3,64.1,-0.364,-0.437,-0.801,1,0
David Hearn,2011,CAN,70.709,290.9,68.82,0.223,-0.001,0.222,3,0
David Hearn,2012,CAN,70.802,286.7,66.32,0.261,-0.001,0.261,2,0
David Hearn,2013,CAN,70.738,279.7,64.71,0.484,-0.139,0.345,2,0
David Hearn,2014,CAN,70.83,279.1,66.38,0.315,0.136,0.451,3,0
David Hearn,2015,CAN,70.843,280.6,67.98,0.358,-0.002,0.356,4,0
David Hearn,2016,CAN,70.87,281.2,68.25,0.214,0.311,0.525,2,0
David Hearn,2017,CAN,71.107,281.0,64.71,-0.052,-0.044,-0.096,2,0
David Hearn,2018,CAN,71.325,285.1,68.89,-0.127,0.095,-0.031,2,0
David Lingmerth,2013,SWE,70.996,285.8,63.24,-0.009,0.024,0.015,3,0
David Lingmerth,2014,SWE,71.469,289.8,63.3,-0.087,-0.22,-0.307,2,0
David Lingmerth,2015,SWE,70.8,289.5,64.94,0.039,0.366,0.405,4,1
David Lingmerth,2016,SWE,71.05,284.8,63.99,0.055,0.206,0.261,2,0
David Lingmerth,2017,SWE,70.755,290.6,63.11,0.484,-0.009,0.475,1,0
David Lipsky,2022,USA,70.802,295.2,68.12,-0.036,0.382,0.346,3,0
David Lutterus,2008,AUS,72.383,287.9,62.37,-0.903,-0.798,-1.701,0,0
David Lutterus,2010,AUS,72.17,291.9,64.29,-0.33,-0.707,-1.044,0,0
David Lynn,2013,ENG,71.016,277.9,62.48,0.432,-0.071,0.361,2,0
David Mathis,2009,USA,71.304,280.8,63.08,0.349,-0.666,-0.317,0,0
David Mathis,2011,USA,70.899,282.0,64.29,0.215,-0.12,0.095,1,0
David Mathis,2012,USA,71.333,278.1,61.04,0.338,-0.443,-0.105,2,0
David Mathis,2013,USA,72.222,280.6,63.6,-0.448,-0.701,-1.149,1,0
David Toms,2007,USA,69.883,282.5,63.78,0.278,0.612,0.89,7,0
David Toms,2008,USA,70.317,282.2,65.2,-0.193,0.741,0.548,1,0
David Toms,2009,USA,69.73,284.2,68.32,0.093,1.057,1.15,7,0
David Toms,2010,USA,70.337,281.3,67.58,0.274,0.433,0.693,2,0
David Toms,2011,USA,69.706,279.1,70.2,0.446,0.836,1.282,7,1
David Toms,2012,USA,70.74,275.5,66.09,-0.141,0.331,0.191,5,0
David Toms,2013,USA,71.134,277.4,63.64,-0.379,-0.301,-0.679,1,0
David Toms,2014,USA,70.35,275.1,68.73,0.055,0.405,0.46,2,0
David Toms,2015,USA,71.092,270.0,64.66,-0.102,0.178,0.076,2,0
David Toms,2016,USA,70.872,269.7,65.5,0.132,0.248,0.38,1,0
Davis Love III,2007,USA,70.984,296.8,64.02,-0.29,0.337,0.048,3,0
Davis Love III,2008,USA,70.297,301.3,64.74,-0.1,0.764,0.664,3,1
Davis Love III,2009,USA,70.55,299.9,66.92,-0.274,0.758,0.485,2,0
Davis Love III,2010,USA,70.888,297.7,70.25,-0.51,0.68,0.173,3,0
Davis Love III,2011,USA,70.548,298.5,68.25,-0.318,0.708,0.389,2,0
Davis Love III,2012,USA,70.194,296.3,65.02,0.063,0.803,0.867,3,0
Davis Love III,2014,USA,71.364,296.3,64.51,-0.361,-0.056,-0.418,0,0
Davis Love III,2015,USA,71.289,294.7,67.43,-0.347,-0.031,-0.377,2,1
Davis Riley,2022,USA,70.259,307.6,66.96,0.107,0.471,0.578,6,0
Dawie van der Walt,2016,RSA,71.376,290.2,66.75,-0.061,-0.213,-0.274,0,0
Dean Wilson,2007,USA,70.557,277.2,63.35,0.619,-0.175,0.444,4,0
Dean Wilson,2008,USA,70.712,276.2,65.61,0.579,-0.238,0.341,3,0
Dean Wilson,2009,USA,71.117,270.3,65.01,0.351,-0.331,0.02,0,0
Dean Wilson,2010,USA,70.223,281.6,68.98,0.781,-0.044,0.736,1,0
Dean Wilson,2011,USA,71.195,276.8,62.63,0.492,-0.712,-0.22,0,0
Denny McCarthy,2018,USA,70.861,295.4,68.17,0.449,-0.355,0.094,1,0
Denny McCarthy,2019,USA,70.546,290.8,65.98,0.926,-0.239,0.687,2,0
Denny McCarthy,2020,USA,70.454,293.8,67.46,0.988,-0.518,0.469,4,0
Denny McCarthy,2021,USA,71.057,295.4,64.01,0.435,-0.387,0.048,3,0
Denny McCarthy,2022,USA,69.971,291.6,65.33,0.818,0.019,0.837,5,0
Derek Ernst,2013,USA,72.271,291.5,63.89,-0.216,-0.859,-1.075,1,1
Derek Ernst,2014,USA,72.593,297.0,63.52,-0.558,-0.798,-1.356,0,0
Derek Ernst,2015,USA,71.453,295.1,66.51,-0.516,-0.015,-0.531,0,0
Derek Ernst,2016,USA,72.075,294.6,66.18,-0.556,-0.127,-0.683,0,0
Derek Fathauer,2009,USA,72.439,286.4,60.33,-0.345,-1.085,-1.43,0,0
Derek Fathauer,2015,USA,71.431,288.8,61.33,0.301,-0.474,-0.173,1,0
Derek Fathauer,2016,USA,71.073,288.2,62.0,0.353,-0.752,-0.399,1,0
Derek Fathauer,2017,USA,71.568,286.5,62.81,0.094,-0.74,-0.647,2,0
Derek Fathauer,2018,USA,71.827,289.1,60.35,0.363,-1.17,-0.807,1,0
Derek Lamely,2010,USA,71.666,294.0,61.93,0.02,-0.611,-0.592,1,1
Derek Lamely,2011,USA,72.606,297.9,62.87,-0.321,-1.062,-1.383,0,0
Derek Lamely,2012,USA,71.876,289.1,60.3,0.636,-1.671,-1.035,0,0
Dicky Pride,2007,USA,71.465,281.4,63.6,0.307,-0.63,-0.322,1,0
Dicky Pride,2012,USA,70.871,285.9,64.51,0.13,-0.221,-0.09,3,0
Dicky Pride,2013,USA,71.293,274.8,64.43,-0.011,-0.35,-0.361,2,0
Dicky Pride,2016,USA,72.102,278.9,60.9,0.144,-0.974,-0.83,0,0
Doc Redman,2020,USA,70.477,297.4,70.8,-0.004,0.598,0.594,1,0
Doc Redman,2021,USA,71.123,294.0,65.86,-0.002,-0.021,-0.023,4,0
Doc Redman,2022,USA,71.467,294.8,67.3,0.125,-0.389,-0.264,1,0
Dominic Bozzelli,2017,USA,71.49,294.4,61.97,-0.033,-0.417,-0.449,3,0
Dominic Bozzelli,2019,USA,71.023,296.4,66.92,0.847,-0.997,-0.15,2,0
Doug Ghim,2021,USA,70.57,292.9,69.64,-0.269,0.909,0.64,1,0
Doug Ghim,2022,USA,71.056,295.6,66.47,-0.405,0.248,-0.157,1,0
Doug LaBelle II,2007,USA,71.332,276.6,64.33,-0.018,-0.32,-0.338,1,0
Doug LaBelle II,2008,USA,71.105,281.6,64.66,0.407,-0.697,-0.29,1,0
Doug LaBelle II,2013,USA,71.317,280.1,64.37,0.545,-0.932,-0.386,0,0
Dudley Hart,2008,USA,70.587,275.5,66.11,0.652,-0.119,0.532,6,0
Duffy Waldorf,2007,USA,71.648,287.5,66.99,-0.219,-0.032,-0.25,0,0
Dustin Johnson,2008,USA,71.223,309.7,63.71,-0.319,0.038,-0.28,3,1
Dustin Johnson,2009,USA,70.414,308.3,66.07,0.031,0.822,0.853,5,1
Dustin Johnson,2010,USA,70.135,308.5,67.95,0.112,0.869,0.979,7,2
Dustin Johnson,2011,USA,70.457,314.2,68.39,-0.549,1.125,0.576,6,1
Dustin Johnson,2012,USA,69.564,310.2,65.75,0.185,1.324,1.509,9,1
Dustin Johnson,2013,USA,70.115,305.8,66.75,-0.101,0.906,0.805,6,1
Dustin Johnson,2014,USA,69.546,311.0,68.03,0.082,1.249,1.331,7,1
Dustin Johnson,2015,USA,69.585,317.7,67.05,0.128,1.326,1.455,11,1
Dustin Johnson,2016,USA,69.172,313.6,67.82,0.328,1.664,1.993,15,3
Dustin Johnson,2017,USA,69.549,315.0,69.52,0.019,1.862,1.882,8,0
Dustin Johnson,2018,USA,68.698,314.0,70.57,0.385,1.987,2.372,12,0
Dustin Johnson,2019,USA,69.895,312.0,66.98,0.096,1.225,1.321,7,0
Dustin Johnson,2020,USA,69.323,311.0,69.27,0.271,1.138,1.409,7,0
Dustin Johnson,2021,USA,69.619,312.9,66.67,0.429,0.824,1.253,9,0
Dylan Frittelli,2019,RSA,70.737,296.5,68.24,-0.169,0.608,0.439,1,0
Dylan Frittelli,2020,RSA,70.63,291.3,65.79,-0.111,0.356,0.245,3,0
Dylan Frittelli,2021,RSA,71.443,309.3,64.04,-0.47,0.009,-0.461,3,0
Dylan Frittelli,2022,RSA,71.013,304.1,64.64,0.061,-0.102,-0.041,1,0
Edward Loar,2012,USA,71.922,295.6,62.05,0.145,-1.263,-1.118,0,0
Emiliano Grillo,2016,ARG,70.637,294.3,68.52,-0.056,0.534,0.479,3,1
Emiliano Grillo,2017,ARG,70.798,293.3,66.99,-0.173,0.532,0.359,2,0
Emiliano Grillo,2018,ARG,70.152,295.2,68.84,0.546,0.587,1.133,6,0
Emiliano Grillo,2019,ARG,70.814,295.7,68.73,-0.633,1.051,0.418,2,0
Emiliano Grillo,2020,ARG,70.963,295.7,71.54,-0.905,0.723,-0.182,3,0
Emiliano Grillo,2021,ARG,70.338,298.2,71.47,-0.104,0.666,0.562,4,0
Emiliano Grillo,2022,ARG,70.965,305.6,67.92,-0.022,0.47,0.448,2,0
Eric Axley,2007,USA,71.97,287.8,61.32,0.059,-0.784,-0.726,0,0
Eric Axley,2008,USA,71.316,287.7,61.16,0.605,-0.989,-0.384,3,0
Eric Axley,2009,USA,73.114,282.8,57.3,0.341,-2.498,-2.157,0,0
Eric Axley,2015,USA,71.977,286.4,61.21,0.15,-1.101,-0.952,0,0
Erik Compton,2012,USA,71.499,297.2,62.48,0.092,-0.609,-0.517,0,0
Erik Compton,2013,USA,71.011,292.7,65.09,0.234,-0.427,-0.193,1,0
Erik Compton,2014,USA,70.829,283.3,63.07,0.282,-0.259,0.023,3,0
Erik Compton,2015,USA,71.228,288.4,63.18,0.469,-0.385,0.084,1,0
Erik Compton,2016,USA,71.884,284.7,58.64,-0.019,-0.679,-0.698,0,0
Erik van Rooyen,2021,RSA,70.674,305.3,64.38,0.193,0.319,0.512,5,0
Erik van Rooyen,2022,RSA,71.453,299.4,65.05,-0.333,0.041,-0.292,1,0
Ernie Els,2007,RSA,69.294,297.9,64.66,-0.031,1.609,1.578,5,0
Ernie Els,2008,RSA,69.898,291.6,61.33,-0.509,1.12,0.611,5,1
Ernie Els,2009,RSA,70.212,291.2,66.08,-0.394,1.315,0.921,7,0
Ernie Els,2010,RSA,69.843,288.4,67.86,0.33,0.992,1.322,7,2
Ernie Els,2011,RSA,71.062,288.1,69.89,-0.705,0.865,0.16,1,0
Ernie Els,2012,RSA,70.131,294.6,66.52,-0.05,0.727,0.677,5,1
Ernie Els,2013,RSA,70.491,289.6,61.74,-0.136,0.444,0.308,1,0
Ernie Els,2014,RSA,70.736,291.2,61.6,-0.171,0.654,0.483,3,0
Ernie Els,2015,RSA,71.83,291.7,64.52,-0.609,0.009,-0.6,0,0
Ernie Els,2016,RSA,71.371,292.8,61.2,0.405,-0.428,-0.024,1,0
Ernie Els,2017,RSA,72.179,283.6,56.6,0.35,-1.036,-0.685,0,0
FabiÃ¡n GÃ³mez,2011,ARG,71.639,288.4,65.2,-0.117,-0.485,-0.602,1,0
FabiÃ¡n GÃ³mez,2013,ARG,71.33,289.5,64.1,0.124,-0.372,-0.248,1,0
FabiÃ¡n GÃ³mez,2015,ARG,71.207,283.2,63.52,0.062,-0.386,-0.324,2,1
FabiÃ¡n GÃ³mez,2016,ARG,71.346,289.0,63.71,0.213,-0.249,-0.037,4,1
FabiÃ¡n GÃ³mez,2017,ARG,71.61,285.1,64.69,-0.006,-0.402,-0.407,0,0
FabiÃ¡n GÃ³mez,2020,ARG,71.252,289.2,66.67,0.011,-0.259,-0.248,2,0
Francesco Molinari,2015,ITA,70.458,281.6,71.07,-0.255,0.859,0.604,2,0
Francesco Molinari,2016,ITA,70.436,286.7,64.93,-0.296,0.859,0.562,3,0
Francesco Molinari,2017,ITA,69.802,292.4,67.28,-0.089,1.453,1.364,5,0
Francesco Molinari,2018,ITA,69.797,301.0,70.24,-0.487,1.61,1.123,5,0
Francesco Molinari,2019,ITA,70.974,288.7,63.58,-0.211,0.25,0.038,3,0
Francesco Molinari,2022,ITA,71.263,295.4,63.42,0.126,-0.073,0.053,1,0
Frank Lickliter II,2007,USA,71.137,284.2,65.15,0.227,-0.139,0.088,0,0
Frank Lickliter II,2008,USA,71.263,284.1,63.97,-0.018,-0.289,-0.307,0,0
Fred Couples,2008,USA,70.758,299.6,65.46,0.043,0.718,0.762,3,0
Fred Couples,2009,USA,70.664,297.5,67.08,-0.342,0.81,0.468,4,0
Fred Funk,2007,USA,70.55,271.8,61.75,0.265,-0.053,0.211,2,1
Freddie Jacobson,2007,SWE,70.259,284.7,66.19,0.66,0.353,1.012,5,0
Freddie Jacobson,2008,SWE,70.3,282.7,61.82,0.455,0.134,0.589,3,0
Freddie Jacobson,2009,SWE,70.617,284.1,63.31,0.516,-0.122,0.395,3,0
Freddie Jacobson,2010,SWE,70.367,283.1,67.8,0.241,0.479,0.722,3,0
Freddie Jacobson,2011,SWE,69.854,287.4,63.56,0.629,0.275,0.904,3,1
Freddie Jacobson,2012,SWE,70.561,287.4,61.85,-0.145,0.254,0.109,1,0
Freddie Jacobson,2013,SWE,70.108,287.3,61.67,0.449,0.626,1.075,3,0
Freddie Jacobson,2014,SWE,70.604,284.6,62.58,0.704,-0.293,0.411,4,0
Freddie Jacobson,2016,SWE,70.809,280.3,64.86,0.478,-0.432,0.047,3,0
Garrett Willis,2010,USA,71.159,280.2,69.87,-0.137,0.085,-0.053,1,0
Garrett Willis,2011,USA,71.458,279.7,64.41,-0.031,-0.247,-0.278,1,0
Garth Mulroy,2010,RSA,72.0,295.6,70.07,-0.586,0.147,-0.436,1,0
Garth Mulroy,2012,RSA,71.192,293.7,65.11,0.01,-0.041,-0.031,0,0
Gary Christian,2012,ENG,70.82,281.9,66.99,-0.077,0.226,0.149,1,0
Gary Woodland,2009,USA,71.839,307.3,65.13,-0.541,-0.744,-1.285,0,0
Gary Woodland,2011,USA,69.875,310.5,69.41,-0.116,1.157,1.041,6,1
Gary Woodland,2012,USA,71.552,301.6,64.01,-0.497,0.204,-0.293,1,0
Gary Woodland,2013,USA,70.733,303.8,66.98,0.062,0.397,0.459,2,1
Gary Woodland,2014,USA,70.249,304.1,66.55,-0.149,1.049,0.9,5,0
Gary Woodland,2015,USA,70.982,305.5,66.74,0.077,0.121,0.198,4,0
Gary Woodland,2016,USA,70.234,306.1,68.74,-0.13,1.097,0.968,4,0
Gary Woodland,2017,USA,70.482,307.6,69.48,-0.381,1.04,0.659,5,0
Gary Woodland,2018,USA,70.161,313.5,70.51,0.007,1.059,1.066,3,0
Gary Woodland,2019,USA,70.229,308.2,69.05,-0.143,1.025,0.882,8,0
Gary Woodland,2020,USA,69.93,305.4,68.19,0.34,0.443,0.783,6,0
Gary Woodland,2021,USA,71.279,309.5,62.94,-0.076,0.173,0.096,3,0
Gary Woodland,2022,USA,70.457,309.9,66.1,0.039,0.765,0.804,5,0
Gavin Coles,2007,AUS,71.245,268.3,62.58,0.34,-0.626,-0.286,2,0
Gavin Coles,2008,AUS,70.744,271.5,67.15,0.217,0.111,0.328,1,0
Gavin Coles,2012,AUS,71.397,271.2,64.23,0.591,-0.88,-0.289,0,0
Geoff Ogilvy,2007,AUS,70.085,295.3,62.75,0.072,0.749,0.821,7,0
Geoff Ogilvy,2008,AUS,70.253,292.1,61.89,0.125,0.684,0.81,6,1
Geoff Ogilvy,2009,AUS,70.316,291.5,64.27,0.493,0.568,1.06,5,2
Geoff Ogilvy,2010,AUS,70.764,287.0,67.69,0.37,0.364,0.735,2,1
Geoff Ogilvy,2011,AUS,70.164,290.0,62.63,0.517,0.205,0.722,4,0
Geoff Ogilvy,2012,AUS,70.436,290.1,63.66,0.238,0.453,0.691,1,0
Geoff Ogilvy,2013,AUS,71.588,285.1,62.18,-0.337,-0.311,-0.649,1,0
Geoff Ogilvy,2014,AUS,71.422,292.5,64.51,-0.331,-0.032,-0.363,2,1
Geoff Ogilvy,2015,AUS,71.559,293.7,66.55,-0.692,0.26,-0.432,1,0
Geoff Ogilvy,2016,AUS,71.464,291.9,63.65,-0.437,0.249,-0.187,1,0
Geoff Ogilvy,2017,AUS,71.056,286.5,65.51,0.043,-0.195,-0.152,1,0
George McNeill,2007,USA,70.991,298.2,63.43,0.487,-0.213,0.274,2,1
George McNeill,2008,USA,70.785,295.0,68.44,-0.076,0.463,0.387,3,0
George McNeill,2009,USA,70.228,292.0,63.68,0.408,0.294,0.702,3,0
George McNeill,2010,USA,71.207,293.4,66.03,0.319,-0.296,0.028,1,0
George McNeill,2011,USA,70.797,295.0,64.21,-0.018,0.016,-0.002,4,0
George McNeill,2012,USA,71.011,288.8,63.03,0.238,-0.226,0.013,1,1
George McNeill,2013,USA,70.876,286.0,65.28,-0.028,0.213,0.185,0,0
George McNeill,2014,USA,70.248,286.1,66.17,0.271,0.528,0.799,4,0
George McNeill,2015,USA,70.478,286.2,66.43,0.212,0.351,0.563,1,0
George McNeill,2016,USA,71.848,284.5,64.16,-0.485,-0.306,-0.791,0,0
Glen Day,2007,USA,71.172,280.7,64.33,0.063,-0.238,-0.175,0,0
Glen Day,2008,USA,70.623,274.9,64.37,0.051,0.293,0.344,1,0
Glen Day,2009,USA,71.449,275.0,66.59,-0.35,-0.335,-0.685,0,0
Gonzalo Fernandez-CastaÃ±o,2014,ESP,71.294,288.1,60.84,-0.12,-0.092,-0.211,1,0
Gonzalo Fernandez-CastaÃ±o,2015,ESP,71.5,289.3,63.92,-0.522,-0.125,-0.646,0,0
Gonzalo Fernandez-CastaÃ±o,2017,ESP,71.484,292.1,62.2,0.489,-0.567,-0.078,0,0
Graeme McDowell,2011,NIR,70.997,289.5,66.08,0.132,0.066,0.197,3,0
Graeme McDowell,2012,NIR,70.229,285.5,66.26,-0.282,0.654,0.372,4,0
Graeme McDowell,2013,NIR,70.503,277.5,62.7,0.136,0.407,0.543,4,1
Graeme McDowell,2014,NIR,69.642,278.0,65.77,0.882,0.289,1.171,8,0
Graeme McDowell,2016,NIR,70.899,281.4,64.44,-0.208,0.03,-0.178,5,1
Graeme McDowell,2017,NIR,70.629,279.0,62.55,0.599,-0.027,0.572,0,0
Graeme McDowell,2018,NIR,71.001,293.2,64.5,0.478,0.219,0.697,1,0
Graeme McDowell,2019,NIR,70.591,285.9,64.79,0.731,-0.346,0.385,3,0
Graeme McDowell,2020,NIR,71.866,283.9,63.31,-0.222,-0.566,-0.788,1,0
Graham DeLaet,2010,CAN,70.645,305.7,71.27,-0.36,0.752,0.396,3,0
Graham DeLaet,2012,CAN,70.624,304.3,66.74,-0.278,0.6,0.322,3,0
Graham DeLaet,2013,CAN,70.089,298.6,70.51,0.1,0.969,1.069,7,0
Graham DeLaet,2014,CAN,69.943,303.4,70.68,-0.093,1.262,1.168,7,0
Graham DeLaet,2015,CAN,70.72,298.7,69.15,-0.012,0.299,0.287,3,0
Graham DeLaet,2016,CAN,71.074,297.9,68.35,-0.211,0.283,0.072,3,0
Graham DeLaet,2017,CAN,70.376,301.1,68.57,0.291,0.477,0.768,6,0
Grayson Murray,2017,USA,71.064,308.2,63.95,-0.082,0.146,0.064,2,0
Grayson Murray,2018,USA,72.091,307.3,62.5,-0.35,0.014,-0.336,2,0
